,publishedAt,title,viewCount,수익(단위:$),광고개수,썸네일 얼굴,,,,,
2353,2019-02-06T13:23:17Z,"[주식]  삼성전기에 이은 영업이익 1조 클럽, GS건설!",96,,,,,,,,
2106,2019-04-21T15:05:54Z,"현대바이오, 키움실전투자대회 상위자 모두 종가베팅하려다가 매도했다 . 이유를 알면 당신은 고수!!",96,,,,,,,,
2114,2019-04-20T04:39:45Z,"신일산업 수급단타왕의 위닉스, 하츠에 이은 미세먼지테마주 단타",96,,,,,,,,
1763,2019-09-06T23:52:27Z,느린 판단과 행동을 고치고 싶으신 분이 있다면 주식하세요  단박에 고쳐집니다,96,,,,,,,,
1897,2019-07-29T13:28:27Z,"하락장 | 힘든 시기... 잘 이겨내야 합니다. | 심리적으로 괴로운 그 때가... 가장 공부해야 할 때입니다. | 나의 생각 이것저것(손절과 매매일지, 그리고 공부)",95,,,,,,,,
2453,2018-11-04T13:22:09Z,빅토리의131번째주식단타매매영상 셀트리온 3부,95,,,,,,,,
2396,2019-02-01T13:25:18Z,빅토리의11번째주식공부영상 일신석재,94,,,,,,,,
2188,2019-04-08T14:31:58Z,수급단타왕 라이온 매매내역 엠에스오토텍,94,,,,,,,,
2259,2019-02-27T07:42:51Z,"아난티, 최고점 주가와 당시 뉴스를 공부하고 내일 매매에 활용하자.",94,,,,,,,,
2398,2019-02-01T13:08:26Z,빅토리의9번째주식공부영상 현대중공업,94,,,,,,,,
1859,2019-08-08T13:12:32Z,매매일지 | 매매일지 오늘 것과 전에 밀린 내용 정리합니다. 주저리주저리 말해서 안보셔도 됩니다.,93,,,,,,,,
2111,2019-04-20T07:12:09Z,"위지윅스튜디오 강팔팀이 장대음봉 이후 매도하지 않은 사례, 최근 인수설이 있는 덱스터와 같은 산업",93,,,,,,,,
2351,2019-02-07T10:08:43Z,"[주식] 대북경협주 거래대금 5위, 대아티아이!!",93,,,,,,,,
2476,2018-10-28T02:44:28Z,빅토리의110번째주식단타매매영상 한창제지,92,,,,,,,,
2456,2018-11-01T11:43:54Z,빅토리의130번째주식단타매매영상 엘앤씨바이오,92,,,,,,,,
2391,2019-02-02T00:56:08Z,빅토리의16번째주식공부영상 대우조선해양,92,,,,,,,,
2209,2019-03-30T04:18:56Z,수급단타왕 라이온 매매내역 모나리자,92,,,,,,,,
2015,2019-05-27T12:57:02Z,"new, 강팔팀 신규매수, 기생충의 칸 영화제 황금종려상 호재로 점상 간 바른손이앤에이 다음으로 영화 관련주 순환매!!",92,,,,,,,,
1801,2019-08-26T19:05:08Z,샘표 | 추석명절세트 나오길래 추석 테마주인줄 알았습니다.,91,,,,,,,,
2134,2019-04-16T23:43:29Z,덱스터 매매내역 분석 키움실전투자대회 수익률3위 리미트리스,91,,,,,,,,
1905,2019-07-27T17:03:59Z,코스닥 왜이래?! | 수요일부터 여행다녀왔습니다. | 아쉬운 여행인 이유... 트레이딩 관점,91,,,,,,,,
2126,2019-04-17T10:34:04Z,토비스 키움실전투자대회 1억리그 7위 블루칩 매매내역 분석,91,,,,,,,,
2428,2018-11-08T10:35:18Z,빅토리의154번째주식단타매매영상 초록뱀,91,,,,,,,,
1844,2019-08-14T13:02:20Z,2008년 금융위기 코스닥 차트,91,,,,,,,,
2116,2019-04-20T06:17:57Z,"팜스토리 수급단타왕 전고점 돌파 종베, 최대주주인 이지바이오와 같은 주가 흐름, 마니커도 같이 보자.",90,,,,,,,,
2162,2019-04-11T12:40:07Z,"[주식] 4월11일 고수의 매매를 분석해본다! 케이아이엔엑스, CS, 동양피엔에프, 세아제강, 강팔 한경닷컴 스타워즈",90,,,,,,,,
2143,2019-04-15T05:00:53Z,코오롱티슈진 매매내역 분석 키움실전투자대회 수익률5위 블루칩,89,,,,,,,,
1869,2019-08-05T13:06:00Z,[매매일지][사이드카 발동] 코스닥  -7%인 오늘같은 대폭락 장에도 벌었다고?!,89,,,,,,,,
1842,2019-08-15T07:47:18Z,금융위기 코스닥 바닥징후1 - 주가조작(2008년) #1편,89,,,,,,,,
2363,2019-02-04T14:57:39Z,"[주식] 미친 테마 두번째? 고려시멘트, 대북경협과 예타면제 테마주 동시에?!",89,,,,,,,,
2184,2019-04-09T07:48:53Z,강팔 한경닷컴 스타워즈 큐리언트,88,,,,,,,,
2362,2019-02-05T01:37:24Z,"[주식] 까뮤이앤씨, 전고점 돌파",87,,,,,,,,
2354,2019-02-06T12:59:30Z,[주식] 이번엔 안철수 대선테마주 써니전자!,87,,,,,,,,
2189,2019-04-08T14:16:31Z,수급단타왕 라이온 매매내역 CMG제약,87,,,,,,,,
2357,2019-02-06T08:38:47Z,[주식] 폴더블폰 공개임박?! 폴더블폰 관련주 코오롱인더,87,,,,,,,,
2305,2019-02-19T03:53:46Z,"회사채 발행, 기업들은 유동성 위기 위험을 느꼈나?",86,,,,,,,,
2303,2019-02-19T10:24:08Z,"넷마블, 매각설 추진 기사에서 부인 공시까지 주가도 급등락",85,,,,,,,,
2216,2019-03-30T00:53:44Z,수급단타왕 라이온 매매내역  위닉스,85,,,,,,,,
2402,2018-11-15T08:59:48Z,빅토리의177번째주식단타매매영상 한창,84,,,,,,,,
2454,2018-11-03T04:30:33Z,빅토리의131번째주식단타매매영상 셀트리온 2부,84,,,,,,,,
1850,2019-08-12T12:29:13Z,[매매일지] 오늘도 벌어버렸습니다. | 내가 인버스를 하게 된 이유와 추세추종에 관하여...,84,,,,,,,,
1929,2019-07-12T11:35:42Z,시장진단 | 금리인하에 대하여... | 중립금리? 필립스곡선? | 파월의장의 생각 | 한은의 결정은??,84,,,,,,,,
2299,2019-02-20T09:33:06Z,"아모레퍼시픽, 중국인 관광객 증가 보고서(2월15일발표)를 살펴보자.",84,,,,,,,,
2175,2019-04-10T05:47:22Z,강팔 한경닷컴 스타워즈 크린앤사이언스,83,,,,,,,,
1918,2019-07-16T21:58:11Z,천명구독자 감사합니다!!,83,,,,,,,,
2373,2019-02-04T01:58:55Z,[주식] 실적이 주가를 견인한다!! 서울반도체,83,,,,,,,,
1576,2019-10-24T23:34:31Z,"3분기 GDP 0.4%, 올해 성장률 2% 달성 어려움 (민간투자)",83,,,,,,,,
2377,2019-02-03T16:54:04Z,"[주식] 한진칼, 연기금 경영참여 결정에 외인, 기관 모두 매수!!",82,,,,,,,,
2418,2018-11-10T16:53:54Z,빅토리의162번째주식단타매매영상 케이엠제약,82,,,,,,,,
2203,2019-04-03T10:30:09Z,수급단타왕 라이온 매매내역 화일약품,82,,,,,,,,
1817,2019-08-27T12:34:33Z,저점 투매유발 물량 저점 징후 | 호가창에 너무 몰입하면 작은 움직임에 판단이 휙휙 바뀝니다.,81,,,,,,,,
2389,2019-02-02T02:34:47Z,빅토리의18번째주식공부영상 넥슨지티,81,,,,,,,,
1852,2019-08-11T02:15:13Z,네이버(NAVER) | 엄마아빠(삼성SDS)한테 보고 배운대로 따라서 나도 CIC!! [최초] 천명구독자달성이벤트 얼굴공개합니다.,79,,,,,,,,
2491,2018-10-24T07:09:14Z,빅토리의2번째주식공부영상,79,,,,,,,,
2217,2019-03-30T00:30:33Z,수급단타왕 라이온 매매내역  해마로푸드서비스,79,,,,,,,,
2374,2019-02-04T01:49:58Z,"[주식] 황교안 대선테마주, 한창제지",78,,,,,,,,
1934,2019-07-10T11:05:51Z,SK하이닉스 | 여러분은 악재가 호재가 되는 상황을 보고 계십니다. | 낸드플래시 감산 | 삼성전자,78,,,,,,,,
1742,2019-09-12T05:39:38Z,"푸른기술, 대북강경파 볼턴이 경질당하자 대북경협주가 들썩",76,,,,,,,,
2459,2018-10-31T03:14:13Z,빅토리의127번째주식단타매매영상 남선알미늄,76,,,,,,,,
2327,2019-02-16T05:11:48Z,비에이치 폴더블폰 테마주,75,,,,,,,,
2358,2019-02-05T02:26:19Z,"[주식] 자회사가 진짜 많은 신한지주, 오렌지라이프도 자회사 편입!!",74,,,,,,,,
2408,2018-11-13T10:17:55Z,빅토리의172번째주식단타매매영상 지스마트글로벌,74,,,,,,,,
2345,2019-02-07T11:18:29Z,"[주식] 원자력발전소 대북경협주, 우리기술!!",73,,,,,,,,
2296,2019-02-21T10:54:38Z,"에이블씨엔씨, 화장품 업종의 힘! 적자전환이어도 실적개선 기대감에 주가는 상승한다!",72,,,,,,,,
2211,2019-03-30T03:22:05Z,수급단타왕 라이온 매매내역 스페코,71,,,,,,,,
1855,2019-08-09T12:23:02Z,매매일지 | 조만간 손실 볼 것 같은 느낌입니다. | 몸도 힘들고 지치고 멘탈도 나가고... | 처음 접하시는 분들은 절대로 이 지독한 주식투자 시작하지마세요~ㅎ,70,,,,,,,,
2375,2019-02-04T01:34:47Z,"[주식] 홍준표 대선테마주 홈센타홀딩스, 주말에 뉴스를 잘 보자!!",69,,,,,,,,
2388,2019-02-02T02:51:13Z,예타면제(예비타당성조사 면제) 테마주 성신양회,68,,,,,,,,
2372,2019-02-04T02:07:04Z,"[주식] SK네트웍스, 실적 기대감으로 점진적 우상향",68,,,,,,,,
2468,2018-10-30T10:17:06Z,빅토리의118번째주식단타매매영상 로보티즈,68,,,,,,,,
1863,2019-08-07T12:12:02Z,[매매일지] 매매일지 쓰다가 제 밑천 다 드러내게 생겼습니다 | 꿀팁들 대방출!!,67,,,,,,,,
2298,2019-02-21T10:14:03Z,"비에이치, 폴더블폰 테마주 기대감 해소에 하락",67,,,,,,,,
2424,2018-11-09T03:01:36Z,빅토리의157번째주식단타매매영상 키이스트,67,,,,,,,,
2466,2018-10-30T13:28:13Z,빅토리의120번째주식단타매매영상 디피씨,66,,,,,,,,
2309,2019-02-19T01:08:31Z,"코오롱인더, 폴더블폰 수혜주 탈락으로 주가급락 ㅠㅠ",66,,,,,,,,
2110,2019-04-20T04:59:06Z,"크린앤사이언스 수급단타왕 종베종목, 미세먼지테마주, 567월에 상승 전력이 있다  이번에는??",66,,,,,,,,
2452,2018-11-04T15:31:17Z,빅토리의131번째주식단타매매영상 셀트리온 4부,66,,,,,,,,
1739,2019-09-12T07:20:34Z,"케이엠더블유, 기사에는 블록딜 44만주 매도인데 공시에는 40만주 매도인 이유",65,,,,,,,,
2195,2019-04-04T10:49:08Z,수급단타왕 라이온 매매내역 대성창투,65,,,,,,,,
2147,2019-04-14T12:14:18Z,주식을 하면 생기는 장점!!,65,,,,,,,,
1827,2019-08-16T11:56:49Z,코스피(KOSPI) 외국인 연속14일 순매도,65,,,,,,,,
2269,2019-02-24T13:24:24Z,"넥슨인수 간략정리, 넷마블은 Tencent의 자회사가 17.7% 지분을 소유하고 있다",65,,,,,,,,
2425,2018-11-08T13:01:35Z,빅토리의3번째주식공부영상 저점,65,,,,,,,,
2448,2018-11-05T11:02:10Z,빅토리의134번째주식단타매매영상 텔루스,63,,,,,,,,
2260,2019-02-26T10:57:14Z,AJ네트웍스 영업이익 94% 감소(2.26) [증여(1.2)],63,,,,,,,,
2232,2019-03-20T02:00:37Z,삼성전자 화관법으로 공장 가동을 멈춰야 할 수도 있다.,63,,,,,,,,
2117,2019-04-20T06:55:02Z,"인터플렉스, 강팔, 매매분석, 전고점 돌파, 삼성전자 폴더블폰 관련주",62,,,,,,,,
2332,2019-02-13T09:23:53Z,"삼성전기, 이틀 연속 상승",62,,,,,,,,
2151,2019-04-13T00:52:32Z,"넷게임즈, 수급단타왕 라이온 매매내역 분석",62,,,,,,,,
1667,2019-09-24T08:45:25Z,"헬릭스미스, 결과설명살펴보기 #1 DPN(Diabetic Peripheral Neuropathy)?! 병명이 너무 어렵다.",61,,,,,,,,
2344,2019-02-07T11:28:28Z,"[주식]상한가 우진!! 시가고가 아닌 종가고가, 원자력발전소 대북경협주",59,,,,,,,,
2335,2019-02-12T10:35:02Z,"아난티, 짐 로저스란 이름의 강력함",58,,,,,,,,
1666,2019-09-24T09:20:22Z,"헬릭스미스, 임상결과 안정성(safety) 분석",58,,,,,,,,
2103,2019-04-22T12:23:36Z,"마니커, 키움실전투자대회 상위자 매매내역 모음(2018 04 22)  아프리카열병 닭고기",58,,,,,,,,
2155,2019-04-12T10:28:11Z,"신일산업, 수급단타왕 라이온 매매내역 분석",57,,,,,,,,
2191,2019-04-08T10:37:32Z,수급단타왕 라이온 매매내역 하츠,57,,,,,,,,
2419,2018-11-10T16:37:03Z,빅토리의161번째주식단타매매영상 남선알미늄,56,,,,,,,,
2215,2019-03-30T01:59:58Z,수급단타왕 라이온 매매내역  일신석재,56,,,,,,,,
2355,2019-02-06T09:16:01Z,"[주식] 2차 북미정상회담 베트남서 개최!!, 대북경협주 현대엘리베이",56,,,,,,,,
2422,2018-11-09T05:27:08Z,빅토리의159번째주식단타매매영상 크린앤사이언스,56,,,,,,,,
2426,2018-11-08T12:54:00Z,빅토리의156번째주식단타매매영상 삼본정밀전자,55,,,,,,,,
2202,2019-04-03T10:45:19Z,수급단타왕 라이온 매매내역 신라젠,55,,,,,,,,
1949,2019-07-02T12:46:00Z,현대차 | 사드에 치이고 미중무역전쟁에 치이고... | 제조업 재고가 IMF 이래 최대(그 중 자동차재고가1위),54,,,,,,,,
2339,2019-02-09T11:10:53Z,"[주식]  강력한 넥슨 인수 참여후보, 넷마블!!",54,,,,,,,,
2176,2019-04-10T05:19:35Z,강팔 한경닷컴 스타워즈 넥스트리밍,54,,,,,,,,
2164,2019-04-10T15:26:33Z,강팔 한경닷컴 스타워즈 세아제강,54,,,,,,,,
2234,2019-03-19T23:41:10Z,"회사채 투자 러시, 유동성공급위기와는 다른 해석(회사채 금리가 떨어져서 은행 신규대출보단 회사채 발행)",54,,,,,,,,
2200,2019-04-03T23:05:12Z,수급단타왕 라이온 매매내역 팜스토리,54,,,,,,,,
2469,2018-10-30T08:08:03Z,빅토리의117번째주식단타매매영상 옵티팜,53,,,,,,,,
2059,2019-05-09T14:42:07Z,"북한미사일(빅텍), 악재는 연속으로 오는 거 실화냐  대북경협주  거래대금상위종목들",53,,,,,,,,
1790,2019-09-03T10:25:05Z,화천기계 상한가는 '조국 기자간담회 후 의혹해소됐다는 명분으로 청와대가 임명 강행할 것'이란 시나리오를 노린 매수세였습니다,53,,,,,,,,
2587,2018-10-04T15:50:27Z,빅토리의4번째주식단타매매영상,53,,,,,,,,
2142,2019-04-15T03:25:18Z,아시아나항공 매매내역 분석 키움실전투자대회 수익률1위 1퍼2퍼,52,,,,,,,,
2371,2019-02-04T05:57:14Z,"[주식] 비에이치, FPCB 가격 상승으로 주가도 상승!!",52,,,,,,,,
2177,2019-04-10T03:35:44Z,강팔 한경닷컴 스타워즈 티웨이항공,51,,,,,,,,
2060,2019-05-09T14:23:08Z,"시장점검, 내일 대응 전략, 시장 하락 이유",51,,,,,,,,
2050,2019-05-12T01:13:14Z,"환율 근황, 5월 안에 한국은 '환율관찰국대상'에서 제외 예상. 미국한테 잘못 보여서 좋을 게 없다.",51,,,,,,,,
2207,2019-04-01T03:10:53Z,수급단타왕 라이온 매매내역 뉴트리,50,,,,,,,,
2197,2019-04-04T09:37:10Z,수급단타왕 라이온 매매내역 인디에프,50,,,,,,,,
2461,2018-10-31T01:41:18Z,빅토리의125번째주식단타매매영상 한송네오텍,50,,,,,,,,
2412,2018-11-12T12:06:56Z,빅토리의168번째주식단타매매영상 KH바텍,50,,,,,,,,
2063,2019-05-07T22:33:20Z,"RFHIC, 5G테마주, 강팔팀 매매내역 분석, 상승하는 데 매도한 예외적인 매매",50,,,,,,,,
2214,2019-03-30T02:41:38Z,수급단타왕 라이온 매매내역 한창,49,,,,,,,,
2462,2018-10-30T15:23:48Z,빅토리의124번째주식단타매매영상 한창제지,49,,,,,,,,
2356,2019-02-06T09:02:50Z,[주식] 폴더블폰 관련주 이녹스첨단신소재,48,,,,,,,,
2435,2018-11-06T12:36:18Z,빅토리의147번째주식단타매매영상 옵티팜,47,,,,,,,,
2451,2018-11-05T06:37:59Z,빅토리의131번째주식단타매매영상 셀트리온 5부,47,,,,,,,,
2586,2018-10-05T02:22:45Z,빅토리의5번째주식단타매매영상,47,,,,,,,,
2409,2018-11-13T08:20:39Z,빅토리의171번째주식단타매매영상 힘스,47,,,,,,,,
1808,2019-08-29T10:41:15Z,삼성바이오로직스 호가창은 어땠을까? 오후 2시 삼성 이재용 부회장 판결 당시 주가,46,,,,,,,,
2145,2019-04-15T02:41:06Z,"주식단타매매영상, 시장에서 배추 나르는 모습을 보며 의지를 다진다",46,,,,,,,,
2109,2019-04-20T10:51:55Z,우선주가 날뛰면 고점?? 각종 우선주들과 KOSPI를 비교해본다  노가다!!,46,,,,,,,,
2366,2019-02-04T07:27:38Z,"[주식] 제일바이오, 구제역 테마주",45,,,,,,,,
2416,2018-11-11T02:49:12Z,빅토리의164번째주식단타매매영상 수산중공업,45,,,,,,,,
2000,2019-06-06T11:32:24Z,"현대차, 상승하고 있는데 악의적인 기사가 나온다면 상승을 더 확신할 수 있다.",45,,,,,,,,
2196,2019-04-04T10:33:55Z,수급단타왕 라이온 매매내역 빅텍,44,,,,,,,,
2131,2019-04-16T23:40:12Z,한진칼 매매내역 분석 키움실전투자대회 상위자 매매모음,44,,,,,,,,
2227,2019-03-20T12:09:55Z,"차바이오텍, 감사보고서 제출 지연 공시로 급락",44,,,,,,,,
2198,2019-04-03T23:34:51Z,수급단타왕 라이온 매매내역 좋은사람들,44,,,,,,,,
2387,2019-02-02T03:01:04Z,예타면제(예비타당성조사 면제) 테마 대장주 보광산업,44,,,,,,,,
2138,2019-04-16T11:08:24Z,"하츠, 수급단타왕 라이온 매매내역 분석",43,,,,,,,,
2167,2019-04-10T14:49:46Z,강팔 한경닷컴 스타워즈 원익QnC,43,,,,,,,,
2421,2018-11-09T10:53:58Z,빅토리의160번째주식단타매매영상 보해양조,43,,,,,,,,
2308,2019-02-19T01:09:43Z,"아난티, 문대통령 금강산 언급으로 주가 상승!",42,,,,,,,,
2407,2018-11-14T11:36:57Z,빅토리의5번째주식공부영상,42,,,,,,,,
2411,2018-11-12T13:18:11Z,빅토리의169번째주식단타매매영상 대유에이텍,42,,,,,,,,
2370,2019-02-04T06:06:32Z,"[주식] 원익IPS, 반도체 업황 두려 악재 뉴스 뜬 날이 저점?!",41,,,,,,,,
2127,2019-04-17T10:37:35Z,화성밸브 키움실전투자대회 1억리그 8위 주성22 매매내역 분석,41,,,,,,,,
2420,2018-11-10T15:00:42Z,빅토리의4번째주식공부영상,41,,,,,,,,
1807,2019-08-29T10:56:34Z,삼성바이오로직스 폭락 호가창 어제 인버스매수시점영상 보신 분들은 매매 쉽게 하셨을 겁니다.,41,,,,,,,,
2472,2018-10-29T11:27:51Z,빅토리의114번째주식단타매매영상 옵티팜,40,,,,,,,,
2477,2018-10-28T00:57:28Z,빅토리의109번째주식단타매매영상 남선알미늄,40,,,,,,,,
2406,2018-11-14T11:58:36Z,빅토리의173번째주식단타매매영상 대유에이텍,39,,,,,,,,
2265,2019-02-26T02:11:14Z,"대아티아이, [열차 이벤트] [북미정상회담] [김정은위원장]",39,,,,,,,,
2324,2019-02-16T06:29:56Z,"아프리카TV, 실적 별풍선 터지다",39,,,,,,,,
2225,2019-03-23T02:22:29Z,"손절을 해야 하는 이유, 감정예측의 중요성, 아난티",37,,,,,,,,
2105,2019-04-22T11:09:42Z,"아오 지겨워, 왜 한진칼만 매매하는거야??  키움실전투자대회 상위자 매매내역 모음(2019년 4월22일 )",37,,,,,,,,
2235,2019-03-19T23:29:40Z,"교보생명, 풋옵션 40만원이냐 20만원이냐",37,,,,,,,,
2268,2019-02-24T23:00:51Z,"LG전자 5G폰 공개, MC 매출비중은 약 20%!! [삼성전자 폴더블폰]",36,,,,,,,,
2467,2018-10-30T11:09:28Z,빅토리의119번째주식단타매매영상 옵티팜,36,,,,,,,,
2242,2019-03-18T02:09:02Z,"한국콜마 화장품 관련주, 중국 관광객 증가 호재로 상승!!",36,,,,,,,,
2148,2019-04-14T02:45:11Z,[주식] 손절이 중요한 핵심 이유 2가지!! 매매영상 복기,36,,,,,,,,
2343,2019-02-07T14:14:16Z,[주식] 폴더블폰 테마의 시작인가? 비에이치,36,,,,,,,,
2433,2018-11-07T07:14:37Z,빅토리의149번째주식단타매매영상 크린앤사이언스,34,,,,,,,,
2442,2018-11-05T11:51:56Z,빅토리의140번째주식단타매매영상 아시아종묘,34,,,,,,,,
2156,2019-04-12T09:30:22Z,"신세계인터내셔날, 주식고수 매매분석, 강팔 한경닷컴 스타워즈",33,,,,,,,,
2179,2019-04-09T10:02:54Z,강팔 한경닷컴 스타워즈 앱클론,33,,,,,,,,
1823,2019-08-26T12:01:09Z,"[호가창 횡보패턴] 트럼프, 시진핑의 생각을 읽을 수 없다면 인버스 종가배팅은 논리적으로 할 수 없습니다. | KODEX코스닥150인버스",33,,,,,,,,
2149,2019-04-13T01:57:38Z,"넥슨지티, 수급단타왕 라이온 매매내역 분석",32,,,,,,,,
2463,2018-10-30T14:44:41Z,빅토리의123번째주식단타매매영상 바이오로그디바이스,32,,,,,,,,
2440,2018-11-05T12:00:20Z,빅토리의142번째주식단타매매영상 옵티팜,32,,,,,,,,
2322,2019-02-16T06:38:18Z,스튜디오드래곤 헷갈리는 증권사 리포트와 주가,32,,,,,,,,
2224,2019-03-23T02:59:56Z,"아시아나항공 22일 거래정지의 이유는? 26일 거래재개,",30,,,,,,,,
2264,2019-02-26T02:20:25Z,카카오 [챗봇 서비스] [카페] [거래대금5위],30,,,,,,,,
2401,2019-01-06T14:18:08Z,빅토리의6번째주식공부영상,30,,,,,,,,
2427,2018-11-08T10:56:54Z,빅토리의155번째주식단타매매영상 인터불스,30,,,,,,,,
2199,2019-04-03T23:20:21Z,수급단타왕 라이온 매매내역 신원,30,,,,,,,,
2434,2018-11-06T13:31:00Z,빅토리의148번째주식단타매매영상 대보마그네틱,29,,,,,,,,
2381,2019-02-02T12:32:06Z,[주식] 일진다이아 수소전기차 테마의 첫 시작은 언제?,28,,,,,,,,
2101,2019-04-22T13:56:16Z,외부감사 의견거절이 늘어난 이유?? 종목사례도 살펴보자. 분석내용이 다소 부족하니 안 보셔도 됩니다,28,,,,,,,,
2496,2018-10-23T09:48:46Z,빅토리의91번째주식단타매매영상,28,,,,,,,,
2571,2018-10-09T05:56:43Z,빅토리의17번째주식단타매매영상,27,,,,,,,,
2288,2019-02-23T02:21:39Z,한국전력 적자전환 이유는 LNG와 석탄 발전을 늘렸기 때문인데 LNG는 삼성중공업과도 연관이 있다!,27,,,,,,,,
2473,2018-10-29T08:43:14Z,빅토리의113번째주식단타매매영상 남선알미늄,27,,,,,,,,
2333,2019-02-12T10:43:42Z,"LG전자, 7만원 돌파, 외인 기관 순매수",27,,,,,,,,
2246,2019-03-15T12:47:50Z,삼성전자 DRAM에 대한 간략 설명,27,,,,,,,,
2585,2018-10-05T02:31:26Z,빅토리의6번째주식단타매매영상,26,,,,,,,,
2255,2019-03-03T04:47:50Z,내일(3/4) 한국증시는 어떻게 움질일까? 3월 이슈 기사를 읽어본다,26,,,,,,,,
2192,2019-04-08T10:19:18Z,수급단타왕 라이온 매매내역 케이엠,26,,,,,,,,
2165,2019-04-10T15:17:48Z,강팔 한경닷컴 스타워즈 NICE평가정보,26,,,,,,,,
2223,2019-03-23T12:15:48Z,"나스닥 하락이유, 장단기 금리 역전, 세계 경제 지표 부진",25,,,,,,,,
2284,2019-02-23T07:21:48Z,"주식공부 쉽게 하는법, OX문제를 풀자",25,,,,,,,,
2276,2019-02-24T06:26:25Z,"증권거래세 최신 뉴스, 거래세 폐지까지 갈 길이 멀다.",25,,,,,,,,
2414,2018-11-11T13:36:08Z,빅토리의166번째주식단타매매영상 한창제지,25,,,,,,,,
1833,2019-08-17T06:58:13Z,나스닥 주포 트럼프 | 트럼프 트위터 소개 및 검색하는 법,25,,,,,,,,
2243,2019-03-18T02:00:53Z,호텔신라 적자 마카오 현지법인 청산과 중국 관광객 증가 호재로 상승!!,24,,,,,,,,
2524,2018-10-14T04:38:25Z,빅토리의64번째주식단타매매영상,24,,,,,,,,
2256,2019-03-03T00:08:16Z,"북미정상회담결렬에 따른 한국증시와 베트남증시 흐름, 그리고 외신보도에 대하여",24,,,,,,,,
2574,2018-10-08T10:20:09Z,빅토리의14번째주식단타매매영상,24,,,,,,,,
2445,2018-11-05T11:32:07Z,빅토리의137번째주식단타매매영상 인트론바이오,24,,,,,,,,
2226,2019-03-23T01:57:54Z,"아난티, 2대주주 블록딜 소식에 급락",23,,,,,,,,
2573,2018-10-09T01:10:40Z,빅토리의15번째주식단타매매영상,23,,,,,,,,
2579,2018-10-06T05:55:08Z,빅토리의12번째주식단타매매영상,23,,,,,,,,
2450,2018-11-05T07:23:26Z,빅토리의132번째주식단타매매영상 남선알미늄,22,,,,,,,,
2439,2018-11-05T12:09:37Z,빅토리의143번째주식단타매매영상 옵티팜,22,,,,,,,,
2330,2019-02-15T04:39:04Z,한국콜마 화장품 어닝 서프라이즈,22,,,,,,,,
2279,2019-02-24T01:48:46Z,"코스피, 북미정상회담, 미중무역협상, MSCI 등 대형 이벤트가 다가온다!!",22,,,,,,,,
2378,2019-02-03T16:34:20Z,"[주식] 대한항공, 연기금 경영참여 안 하기로 결정하면서 외국인은 매도",21,,,,,,,,
2578,2018-10-06T06:03:44Z,빅토리의13번째주식단타매매영상,21,,,,,,,,
2447,2018-11-05T11:12:52Z,빅토리의135번째주식단타매매영상 한창제지,21,,,,,,,,
2325,2019-02-16T06:25:57Z,강원랜드 실적부진으로 급락,21,,,,,,,,
2479,2018-10-27T12:37:29Z,빅토리의107번째주식단타매매영상 한창제지,21,,,,,,,,
2470,2018-10-30T07:19:43Z,빅토리의116번째주식단타매매영상 만도,20,,,,,,,,
2168,2019-04-10T14:37:28Z,강팔 한경닷컴 스타워즈 신세계인터내셔날,20,,,,,,,,
2384,2019-02-02T08:27:14Z,한국화장품 중국 춘절 중국인 관광객 상승,20,,,,,,,,
2245,2019-03-15T13:16:55Z,삼성전자 Nand Flash에 대한 간략 설명,19,,,,,,,,
2383,2019-02-02T08:43:47Z,LG생활건강 영업이익 1조,19,,,,,,,,
2457,2018-10-31T10:22:17Z,빅토리의129번째주식단타매매영상 모비스,19,,,,,,,,
2485,2018-10-26T04:18:00Z,빅토리의101번째주식단타매매영상,19,,,,,,,,
2492,2018-10-24T03:35:05Z,빅토리의95번째주식단타매매영상,19,,,,,,,,
2208,2019-04-01T02:24:49Z,수급단타왕 라이온 매매내역 크린앤사이언스,19,,,,,,,,
2540,2018-10-13T05:15:36Z,빅토리의48번째주식단타매매영상,18,,,,,,,,
2471,2018-10-30T03:06:08Z,빅토리의115번째주식단타매매영상 네이처셀,18,,,,,,,,
2263,2019-02-26T03:05:45Z,"다나와, 꾸준히 성장하는 전자상거래 기업!!",18,,,,,,,,
2588,2018-10-04T11:02:07Z,빅토리의3번째주식단타매매영상,18,,,,,,,,
2150,2019-04-13T00:55:33Z,"에이티넘인베스트먼트, 수급단타왕 라이온 매매내역 분석",18,,,,,,,,
2464,2018-10-30T14:31:56Z,빅토리의122번째주식단타매매영상 남선알미늄,17,,,,,,,,
2394,2019-02-02T00:02:42Z,빅토리의13번째주식공부영상 아마존,17,,,,,,,,
2174,2019-04-10T06:30:37Z,강팔 한경닷컴 스타워즈 매일유업,17,,,,,,,,
2449,2018-11-05T10:11:12Z,빅토리의133번째주식단타매매영상 남선알미늄,17,,,,,,,,
2277,2019-02-24T06:14:09Z,"워런버핏 근황, 계좌와 시장을 바라 보는 시각을 엿본다!!",17,,,,,,,,
2415,2018-11-11T12:51:13Z,빅토리의165번째주식단타매매영상 콤텍시스템,17,,,,,,,,
2261,2019-02-26T03:38:48Z,코스피 방향성은? 여러 가지 경우를 대비. 급등한 가계부채는 금리인상 시에 부담이 될 수 있다.,16,,,,,,,,
2173,2019-04-10T06:51:50Z,강팔 한경닷컴 스타워즈 아프리카TV,16,,,,,,,,
