,publishedAt,title,viewCount,수익(단위:$),광고개수,썸네일 얼굴,,,,,
1571,2019-10-26T01:32:46Z,키움실투대회 매수하고 재미없으면 곧장 나가는 당신은 스캘퍼 2019-10-26 10시,471,,,,,,,,
1577,2019-10-24T14:35:21Z,키움실전투자대회상위자매매분석(3천리그 1위~4위) 신라젠,471,,,,,,,,
2091,2019-04-26T13:39:12Z,"동성제약, 거래량 실린 장대양봉 다음 거래량 줄은 음봉매수는 정석적인 매매!! 키움실전투자대회 4위 BDBAJSS종가베팅",471,,,,,,,,
2008,2019-05-31T14:27:14Z,"이글벳, 코앞으로 다가온 돼지열병, 메르스사태와 비교해보자",470,,,,,,,,
1888,2019-08-01T10:52:10Z,메지온 | [매매꿀팁] 어떤 점이 솔브레인과 똑같다고?! | 바이오섹터폭락의 영향으로 난폭한 차트가 만들어졌습니다.,468,,,,,,,,
1493,2019-11-25T14:04:24Z,"티비씨, 귀뚜라미 지주사 전환이 의미하는 바는?",466,,,,,,,,
1826,2019-08-20T11:51:47Z,케이엠더블유 | 시장지수의 중요성 | 매도 시점은 언제? | 조만간 호가창영상 올리겠습니다.,460,,,,,,,,
1950,2019-07-02T12:08:04Z,"고려산업(홍정욱) | 상한가전 투매.. 이번엔 달랐다!! 무엇이?? | 하락장에 미리 끌려나온 대선테마주들(남선알미늄, 한창제지 등)",459,,,,,,,,
1534,2019-11-05T09:28:11Z,"해마로푸드서비스, 슬금슬금 오르는데 외인기관양매수, 시간외최대주주매각공시",458,,,,,,,,
969,2020-04-25T08:18:50Z,2008년 뉴스기사는 어땠을까? 미국발 서브프라임모기지사태 | 환율과 증권사 전망 | 코스피,448,,,,,,,,
1821,2019-08-27T11:03:04Z,남성 |  여러 테마가 엮여 있어서 상승 이유를 모르겠습니다.,446,,,,,,,,
2254,2019-03-03T09:40:43Z,CIS의 일본증시에 대한 관점을 공부해본다.,446,,,,,,,,
2028,2019-05-22T13:09:10Z,"마니커, 수급단타왕, 지지선매수, 저항선매도 반복",444,,,,,,,,
2095,2019-04-25T10:56:56Z,"아시아나항공, 에어부산 시간외 매수, 이번에도 시간외 최고가에 매수한 육감철학님, 아마도 다음 날 시초가에 매도, 키움실전투자대회 1억리그 1위",444,,,,,,,,
1780,2019-09-04T11:25:02Z,케이엠더블유 미친 급등 보고 가시죠  [단타팁] 급등 후 정확히 78200원에 어떤 현상이 있었다,443,,,,,,,,
907,2020-05-14T16:27:15Z,"[호가창 씹뜯맛] 씨젠, SK케미칼, YBM넷, 수젠텍,제일약품, NHN한국사이버결제,동화기업, EDGC,진원생명과학",440,,,,,,,,
1313,2020-02-20T08:56:22Z,Django로 앱 만들기 startapp blog,439,,,,,,,,
2293,2019-02-21T13:21:50Z,"삼성중공업, 8700억 수주 호재로 주가 상승!",439,,,,,,,,
1579,2019-10-24T13:11:05Z,키움실전투자대회상위자매매분석(1억리그-1위헬릭스미스와 2위국일제지),438,,,,,,,,
2054,2019-05-11T01:25:49Z,"한진칼, krx거래원 보는법, 상승시작 시점을 복기, 개인들이 끌어올렸다. 조양호회장 별세에 지분싸움 모멘텀으로 상승",437,,,,,,,,
2093,2019-04-26T12:24:38Z,"[기법공개] 에어부산 매도타점은?? 엑사이앤씨 반전에 놀란 빅토리의 육감철학님 매매기법 요약, 여러분 육감철학님에게 감사해야합니다 ! 정말로요 ..",435,,,,,,,,
2219,2019-03-29T14:42:54Z,수급단타왕 라이온 매매내역 썸에이지,433,,,,,,,,
1974,2019-06-25T10:56:29Z,대유에이피(그래핀) | 거래량 없이 조용히 오르던 종목 | 테마주순환을 보고 고점을 파악하는 방법,432,,,,,,,,
1948,2019-07-02T12:58:05Z,"다날(페이코인) | 호가창분석, 호가를 탈환할것인가 탈환 당할 것인가 | 비트코인",431,,,,,,,,
1799,2019-08-31T23:48:47Z,오성첨단소재 전일종가이자 상한가 가격은 중요합니다  한번은 도달합니다  지지해주는 호가창의 모습은,425,,,,,,,,
1679,2019-09-22T03:03:32Z,인공지능으로 주식가격예측하기 #9 list를 array타입으로 변경하기,425,,,,,,,,
1896,2019-07-30T10:22:09Z,"TBH글로벌 | 이번엔 속옷테마다! | 소수계좌 관여율 높은 종목 | 순식간에 상한가 | BYC, 쌍방울 일봉, 분봉 차트 비교",425,,,,,,,,
1903,2019-07-28T02:12:06Z,"율촌화학 | 급등 다음 날에도 매매할 수 있는 구간이 존재합니다. | 1차, 2차일본수출규제테마순환(비교) | 파우치필름 | 케이피엠테크 |",419,,,,,,,,
1039,2020-04-06T10:38:09Z,[발권력]한국은행이 회사채나 CP를 직접 매입하는 방안을 미루는 이유,416,,,,,,,,
1785,2019-09-03T12:18:25Z,케이엠더블유 눈에 많이 익혀두세요  다음 대세상승 주도주를 잡고 홀딩하기 위한 기억보존입니다,410,,,,,,,,
1804,2019-08-29T11:56:07Z,케이엠더블유 시초가돌파 매수하는 방법 종목특징으로 장초에 강한 모습 그리고 조정 패턴이 있습니다  매매 참고하세요,409,,,,,,,,
1174,2020-02-22T13:16:11Z,Python 손으로푸는곱셈처럼출력하기,407,,,,,,,,
1377,2020-02-03T06:03:37Z,"공시|삼성전자 폴더블 나오는데 왜자꾸 태블릿을? LG화학 실적, 일양약품 실적 500%증가|공정공시제도,전지,전류",404,,,,,,,,
1946,2019-07-03T09:47:12Z,파세코 | 상한가 자꾸 풀리면 일단 탈출해야합니다 | 창문형 에어컨 | 여름계절주(신일산업 비교),403,,,,,,,,
1916,2019-07-17T13:24:56Z,솔브레인| 주식투자가 어려운 이유? | 자신의 생각이 맞았음에도 진행과정 속에서 털릴 수가 있습니다.,403,,,,,,,,
1944,2019-07-03T11:15:29Z,플레이위드 | 나도 4연상 종목을 잡을 수 있다고?! | 재료는 고점에서 공개되는 거 아니었어?! | 한국인=게임의민족 | 로한M,400,,,,,,,,
1299,2020-02-21T07:56:09Z,GET방식과 POST 방식의 차이점,400,,,,,,,,
2329,2019-02-16T04:45:19Z,"신라젠, 연구의 탁월성을 암 학회에서 인정",400,,,,,,,,
2064,2019-05-07T22:50:03Z,"에치에프알, 거래정지??, 5G테마주, 강팔팀이 오랜기간 들고 있는 종목, 장기투자자들 보세요.",399,,,,,,,,
1958,2019-06-29T04:20:17Z,신라젠 | 섹터가 무너지면 아무리 좋은 종목도 못 버팁니다.,398,,,,,,,,
1872,2019-08-05T10:54:40Z,신라젠 | 왜 임상3상은 실패한것인가,396,,,,,,,,
1878,2019-08-03T13:13:49Z,UCI | 미다스의 손 | 2008년 이후 사라졌던 그 분의 재등장 | LG,395,,,,,,,,
2012,2019-05-28T11:51:29Z,"SK하이닉스, 동시호가때 무슨일이??",394,,,,,,,,
1657,2019-09-26T10:52:57Z,"우리손에프앤지, 차트상 지지와저항에서 지지받는지 확인하고 저항받는지 확인하자",388,,,,,,,,
2292,2019-02-21T13:37:15Z,"LG디스플레이, 폴더블폰 수혜주로 부각되면서 상승 추세",388,,,,,,,,
2231,2019-03-20T02:17:02Z,"폴루스바이오팜, 상장폐지 우려에 하한가 치고 다음 날 반등",388,,,,,,,,
1665,2019-09-24T09:53:08Z,헬릭스미스는 약물 혼용된 사실을 어떻게 알았나?,388,,,,,,,,
1426,2020-01-04T14:11:17Z,"contents? children? parent? parents? HTML에서 원하는 데이터 찾는 방법(find all, body) ul? ol? li? p?",385,,,,,,,,
1586,2019-10-19T14:30:49Z,윌비스 토요일 기사(2019.10.19),384,,,,,,,,
1860,2019-08-07T21:15:18Z,[신규상장주] 레이 | 공시에서 사업보고서를 보면 상장종목이 매력적인지 판단해볼 수 있습니다.,377,,,,,,,,
901,2020-05-06T11:16:59Z,연방준비제도(Federal Reserve System)의 이해,374,,,,,,,,
918,2020-05-12T16:47:03Z,"[호가창] 부광약품, 풀무원, 웹젠, 다우기술, 톱텍, 녹십자랩셀, EDGC, 넥스트BT, 바이오리더스",374,,,,,,,,
1015,2020-04-11T13:13:42Z,[IMF] 1997년 외환위기는 왜 온 것일까 | 사람심리와 사고방식에 대한 고찰,371,,,,,,,,
2027,2019-05-22T13:54:19Z,"현대바이오, 급등 시점 호가창 5월22일, 췌장암",369,,,,,,,,
2016,2019-05-27T12:32:52Z,"RFHIC, 바닥을 노리고 반등에 매수하는 방법, 강팔팀의 신규매수 종목, 지지와저항",369,,,,,,,,
1887,2019-08-01T11:16:54Z,솔브레인 | [매매꿀팁] 호재기사 다음날 대응방법을 알 수 있다?! | 같은종목같은이슈같은차트,369,,,,,,,,
1828,2019-08-19T11:29:54Z,비엠티 | 테마가 시작될 때 큰손들이 들어올 수 있는 종목은 시총이 적당히 큰 기업들입니다.,367,,,,,,,,
1926,2019-07-14T04:10:07Z,"엔씨소프트 | 모바일게임M 테마(플레이위드, 미스터블루) | 주말은 증권사리포트를 읽으며 다음주를 준비합니다.",367,,,,,,,,
1806,2019-08-29T11:17:29Z,삼륭물산 호가창 돌파가 일어난 뒤 밀리지 않고 돌파가격 2호가 위에서 거래되면 성공한 겁니다. 일본 국산화 성공 기업,367,,,,,,,,
2083,2019-04-30T12:17:39Z,국일제지와 엑사이엔씨 매도시간은 당연히도...?!! 육감철학님 매매만 마스터해도 1억리그 10위 안에 든다.  키움실전투자대회 4위,365,,,,,,,,
1976,2019-06-24T11:31:53Z,남성 | 깔끔한 차트 | 북한 관련 뉴스 중 더 중요한 뉴스는?? | 대북경협주는 충분한 조정기간을 가졌다.,364,,,,,,,,
1014,2020-04-11T13:50:18Z,IMF 대안이었던 ABS(자산유동화증권)이란 무엇일까?,364,,,,,,,,
1118,2020-03-17T00:43:16Z,빅토리의191번째주식단타매매영상|수젠텍|씨젠|레버리지,362,,,,,,,,
1925,2019-07-14T04:49:30Z,한빛소프트 | 모바일게임M테마주 찾았습니다. | 클럽오디션 삼국지 | 귀찮다고 미루지 말고 열심히 공부합니다.,361,,,,,,,,
1173,2020-02-23T04:32:34Z,[Python]백준알고리즘10951 EOF문제풀이,360,,,,,,,,
2013,2019-05-28T11:30:12Z,"RFHIC 반등성공, 강팔팀 홀딩중...",360,,,,,,,,
1137,2020-03-13T04:31:27Z,사이드카와 서킷브레이커의 차이점은 뭔가요,357,,,,,,,,
2222,2019-03-29T12:26:03Z,수급단타왕 라이온 매매내역 차바이오텍,353,,,,,,,,
2318,2019-02-17T05:41:46Z,"에스넷 사물인터넷과 5G 테마주, 스마트시티",353,,,,,,,,
2075,2019-05-04T05:56:02Z,"에스넷, 먹을 때 크게 먹어야 장기적으로 수익을 낸다  강팔팀 매매내역분석",351,,,,,,,,
2287,2019-02-23T02:49:45Z,"셀트리온헬스케어 실적 발표(2.22), 단기 65,000원 도달은 피할 수 없다!!",351,,,,,,,,
911,2020-05-13T16:40:03Z,미연준(Fed) 파월 연설 내용은? #1,351,,,,,,,,
971,2020-04-24T08:27:54Z,[매매복기] 왜 내가 인버스만 들어가면 반등하는데!!,348,,,,,,,,
2577,2018-10-06T08:39:23Z,실전투자대회상위자매매1번째분석영상,348,,,,,,,,
1564,2019-10-26T09:18:38Z,"키움실투대회 초보와 고수의 차이, 푹 떨어졌을 때 사는 방법도 좋다. 2019-10-25",346,,,,,,,,
1990,2019-06-12T11:38:04Z,유니온머티리얼 | 중국의 무기 희토류 | 2차 상승에 휩쏘 | 이런 게 주식매매를 어렵게 한다!!,344,,,,,,,,
472,2020-11-10T11:40:59Z,[경영권 분쟁] KMH 2강. 경영진의 기습적인 CB/BW 조기발행,343,,,,,,,,
1893,2019-07-30T11:13:24Z,"쌍방울 | 빤스런 유니클로 속옷 불매운동 가즈아! | 상한가 초기 호가창 분석 | 장초 단기 고점에서 허매수 관찰 | BYC, 코데즈컴바인",342,,,,,,,,
2081,2019-04-30T13:08:33Z,"마니커, 손절타점, 반등 노린 종가베팅 매수타점, 1억리그 3위 BDBAJSS님 매매분석",342,,,,,,,,
992,2020-04-16T11:48:12Z,부동산과 증권업의 관계 PF와 ABCP,342,,,,,,,,
1317,2020-02-20T10:03:59Z,주식투자연습을 큰 금액으로 해야 하는 이유,342,,,,,,,,
1851,2019-08-11T02:56:23Z,고려시멘트 | 점상한가 이후 대응방법은? | 종목특성을 파악하면 됩니다. | 미중무역전쟁: 환육조작국지정 후 희토류 무기화,342,,,,,,,,
2032,2019-05-19T12:19:04Z,"카카오, 한경스타워즈 1위 강팔팀은 블록딜 전 매도, 카카오뱅크",341,,,,,,,,
2004,2019-06-02T02:44:55Z,"에코마케팅, 불황에 강한 퍼포먼스 마케팅으로 경쟁사들보다 잘 나가는 광고주",341,,,,,,,,
2119,2019-04-20T04:23:43Z,하츠 수급단타왕이 위닉스는 말고 하츠만 종가베팅한 이유??,340,,,,,,,,
2038,2019-05-16T12:41:09Z,"정다운, 이재명 테마주인 걸 어떻게 알았지? 육감철학님 매매내역 분석, 1년에 딱 한 번 매매해도 된다",340,,,,,,,,
2364,2019-02-04T14:49:02Z,"[주식] 개성공단 관련주, 신원",339,,,,,,,,
2121,2019-04-20T01:19:33Z,"에어부산 수급단타왕 단일가 매수매도타점 분석, 한경투자대회 2위 입성, 아시아나항공 매각",339,,,,,,,,
1982,2019-06-20T12:16:47Z,"엘엠에스 | 고점 호가창 분석 | 우상향종목을 매매해야 하는 이유!! | 제품, 기술에 대한 이해가 없어도 트레이딩은 할 수 있지만 더 성장하려면 산업에 대해 공부해야 합니다.",338,,,,,,,,
1016,2020-04-11T12:47:03Z,[스포주의]국가부도의날을 보고 든 생각들(1997년 외환위기 IMF),336,,,,,,,,
2320,2019-02-16T12:39:00Z,"미래컴퍼니, 폴더블폰 테마주 엮일 가능성 있다!! 실적도 Good!!",336,,,,,,,,
2392,2019-02-02T00:35:30Z,빅토리의15번째주식공부영상 삼성전기,335,,,,,,,,
1633,2019-10-03T00:42:06Z,"R의 공포에서 벗어나는 가장 좋은 방법은?! 해외지수(나스닥,유럽) HTS에서 보는법",335,,,,,,,,
1985,2019-06-20T10:40:55Z,로보로보 | 2시52분 투매는 상한가 전조 증상(줌인터넷과 비교) | 수급단타왕님에게 무슨일이?!,334,,,,,,,,
929,2020-05-06T08:49:13Z,"[박제] 인버스, 잘못된 판단을 하고 고집을 부린 결과...Don't fight the fed !!",332,,,,,,,,
2029,2019-05-20T13:03:46Z,"신대양제지, 한경스타워즈1위 강팔, 태림포장 인수 가능성",330,,,,,,,,
1171,2020-03-02T07:58:00Z,postimage 웹에 이미지 저장하고 가져다 쓰는 방법,329,,,,,,,,
2080,2019-05-01T06:54:09Z,"하림, 마니커, 팜스토리, 수급단타왕님 매매내역 분석",328,,,,,,,,
2082,2019-04-30T12:48:54Z,"동성제약, 정석적인 단타매매, 짧은손절1%, 키움실전투자대회 1위 월화수목금님 매매분석",326,,,,,,,,
1574,2019-10-25T13:04:38Z,"키움실전투자대회, 누군가 매도하는 자리는 또 누군가가 매수하는 자리다.",323,,,,,,,,
2005,2019-06-01T04:44:08Z,"한국전력, 잘 모르는 대형주 공부하는 순서와 방법!! 유가하락 호재",321,,,,,,,,
2349,2019-02-07T10:27:41Z,"[주식]  오르비텍, 가는 놈이 더 간다!! 원자력발전소 대북경협주",320,,,,,,,,
2088,2019-04-28T13:24:29Z,"팜스토리, 수급단타왕 호가창, 차트 분석, 종목선정의 중요성, 돼지열병, 이지바이오대주주 차트 비교",320,,,,,,,,
1653,2019-09-26T13:06:02Z,"마니커에프앤지, 급등주매매는 찰나의 순간을 포착하는 것 (마니커F&G)",319,,,,,,,,
1961,2019-06-28T11:05:07Z,"메지온 | 콜은 long, 풋은 short인 이유 | 가볍게 들어주세요",315,,,,,,,,
1811,2019-08-28T12:21:30Z,모나미 화이트리스트시행일에 애국테마주는 어떤 흐름이었을까? 호가창만 봐도 손절 잘하는 고수를 만날 수 있다,315,,,,,,,,
1999,2019-06-06T11:50:56Z,"서진시스템(강팔), 블록딜 다음날 눌림매수, 삼성전자 및 5G관련주",313,,,,,,,,
1738,2019-09-12T07:39:09Z,"케이엠더블유, 고점인가? 보수적으로는 쌍봉낙타, 희망적으로는 조정 후 돌파입니다.",312,,,,,,,,
1953,2019-06-30T06:39:42Z,주식가격에 영향을 미치는 요소들 | 주식 처음 시작하시는 분들을 위한 영상입니다!!,311,,,,,,,,
1928,2019-07-13T01:11:12Z,셰틀뱅크 | 공모주는 비싼지 싼지 알 수 있는 지표가 있다. | 민앤지| 핀테크,310,,,,,,,,
1076,2020-03-23T12:32:38Z,[SCALPING]Korea stock trader|비씨월드제약|엔지켐생명과학|셀트리온헬스케어,310,,,,,,,,
2171,2019-04-10T13:47:31Z,강팔 한경닷컴 스타워즈 강스템바이오텍,308,,,,,,,,
2046,2019-05-13T12:44:47Z,"엠에스오토텍&휴마시스, 매도잔량 많아 상승 못한다는 고정관념을 버리자  강팔매매내역분석, 자동차부품업종, 전기차",306,,,,,,,,
1254,2020-02-21T10:42:50Z,모분산은 n인데 표본분산은 n-1로 나누는 이유,306,,,,,,,,
1655,2019-09-26T11:51:50Z,"동원수산, 나는 저항선까지 기다릴 수 있는 실력이 있는가?",305,,,,,,,,
1914,2019-07-18T12:58:59Z,"일진다이아(수소차) | 테마이동 | 주식시장의 돈은 너무나도 쉽게 다른 종목테마로 이동합니다. | 풍국주정, 대우부품",305,,,,,,,,
835,2020-06-10T00:23:42Z,"삼성전자, 환율 하락기에 사야할까? (feat. 환율 1100원대 진입)",305,,,,,,,,
949,2020-04-26T05:07:15Z,Fed의 기능과 목적 #4 최대 6% 배당금,304,,,,,,,,
1809,2019-08-28T13:00:06Z,신성통상(애국테마주) | 확정된 일정(화이트리스트) 전에 매수해서 다음날 매도해야합니다..,304,,,,,,,,
1337,2020-02-19T03:39:06Z,엔씨소프트 전고점돌파 왜?,304,,,,,,,,
2180,2019-04-09T09:55:40Z,강팔 한경닷컴 스타워즈 에이비엘바이오,303,,,,,,,,
2055,2019-05-11T00:21:22Z,"셀트리온, 대세상승의 시작 기사는 어땠을까??",302,,,,,,,,
1866,2019-08-06T14:11:15Z,"[2연상] 신성통상 | 아베, 상한가 똑똑히 보았나? 이것이 개미투자자들의 힘이다 | 중구청 노재팬 배너 해프닝으로 끝났습니다.",302,,,,,,,,
2006,2019-06-01T02:32:08Z,"LS전선아시아(강팔), 광케이블HOT하다!! 베트남과 유럽(파리올림픽), 파리올림픽, 내부정보 호가창?",299,,,,,,,,
1995,2019-06-10T10:01:05Z,삼지전자 | 5G테마가 순환한다. | 광중계기 수주 본격화 기대감,295,,,,,,,,
1578,2019-10-24T13:47:17Z,키움실전투자대회상위자매매분석(1억리그 2위~6위) 네이처셀,295,,,,,,,,
1008,2020-04-12T11:33:10Z,[SCALPING][상한가]삼성바이오로직스|에스티큐브|에이비엘바이오|아시아나항공|현대에이치씨엔|SK증권|초록뱀,295,,,,,,,,
2379,2019-02-02T13:12:50Z,"[주식] 미친 테마주 아진산업, 수소전기차와 대북경협을 동시에?",294,,,,,,,,
935,2020-05-08T04:15:45Z,[통화스왑] 한은이 통화스왑 외화대출 중단한 이유 | 스왑레이트가 상승하면?,291,,,,,,,,
1986,2019-06-19T11:49:19Z,일신석재 | 당일 가는 종목 특징 | 시가 갭과 1차 상승 | 대북경협주가 다시 꿈틀 | 북한 쌀지원 | 체결량과 거래량의 관계,290,,,,,,,,
2190,2019-04-08T10:59:04Z,수급단타왕 라이온 매매내역 키이스트,289,,,,,,,,
1931,2019-07-11T12:43:24Z,"인디에프 | 트럼프와 김정은 손 한 번 잡더니... | 영변핵시설 | 개성공단관련주(좋은사람들, 신원)",288,,,,,,,,
1812,2019-08-28T11:59:37Z,미스터블루 | 강한 시세가 만들어질 때 나도 그 속에 같이 있어야 합니다. 구경만해선 안 돼요!!,288,,,,,,,,
2393,2019-02-02T00:19:43Z,빅토리의14번째주식공부영상 이마트,286,,,,,,,,
1541,2019-11-04T15:15:14Z,"나노메딕스, 셰일가스 시추방법과 역사, 2015년 유가폭락의 원인",285,,,,,,,,
1693,2019-09-18T16:05:55Z,돌파매매를 박스권이론과 접목하여 설명드립니다.,283,,,,,,,,
1881,2019-08-03T06:16:06Z,일지테크 | VI갭상승 채우는 주가의 성질 | 고점호가창 공부 | 일본수출규제(현대차) | 탄소섬유,283,,,,,,,,
1797,2019-09-01T00:24:57Z,대한광통신 쌍봉낙타가 뜨면 도망가야합니다  고점호가창과 차트 분석 가장 중요한 지지와저항을 깨면 손절,282,,,,,,,,
1894,2019-07-30T10:56:45Z,코데즈컴바인 | 일본불매운동(유니클로) | 무엇을 보면 장 후반 투매를 확률적으로 예측할 수 있을까? | 개성공단에서 속옷테마로,279,,,,,,,,
2590,2018-10-04T10:04:42Z,빅토리의1번째주식단타매매영상,277,,,,,,,,
2181,2019-04-09T09:40:05Z,강팔 한경닷컴 스타워즈 지트리비앤티,276,,,,,,,,
1965,2019-06-26T13:22:24Z,비덴트 | 비트코인 시세와 시차가 2-3일입니다. | 우리기술투자,276,,,,,,,,
1900,2019-07-29T11:13:40Z,"모나미(애국주) | 기대감에 한 번, 실적 가시화에 한 번 상승 | 오랜만에 호가창 분석. 개인들이 낚일 수 있을 만한 자리를 살펴봅니다. | 일본불매운동",276,,,,,,,,
1924,2019-07-15T10:25:50Z,[스윙매매내역공개] 동진쎄미켐 | 상한가 먹었습니다. | 오늘도 어느때처럼 차트와 호가창 살펴봅니다. | 일본수출규제 | 후성,276,,,,,,,,
1083,2020-03-23T02:06:11Z,[SCALPING]Korea stock trading|SV인베스트먼트|비씨월드제약,274,,,,,,,,
1935,2019-07-10T10:48:49Z,일지테크 | 반도체 핵심소재 다음 일본의 수출규제는 탄소섬유??,274,,,,,,,,
2361,2019-02-05T01:53:32Z,"[주식] 만도, 실적 증가했는데 왜 떨어졌을까?",271,,,,,,,,
2306,2019-02-19T01:35:28Z,"SKC코오롱PI, 코오롱인더와의 차이점 (CPI와 PI)",267,,,,,,,,
2295,2019-02-21T12:33:34Z,"KH바텍의 힌지, 삼성전자 폴더블폰에 탑재!! 알아두면 반드시 좋은 기회를 잡을 수 있다!!",267,,,,,,,,
2097,2019-04-24T10:45:50Z,"흥구석유 매도타점 공개!! 유니온, 한진칼 등 육감철학님의 시간외 더 높게 매수 후 장초매도 매매분석, 키움실전투자대회 단박에 2위로 올라와서 1위를 노린다.",267,,,,,,,,
2104,2019-04-22T11:31:10Z,"키이스트, 가장 강한 대장주 하나만 상승한다  키움실전투자대회 상위자 매매내역 모음(2018 04 22) 방탄소년단테마주",265,,,,,,,,
1362,2020-02-11T05:11:59Z,MVC와 MVT의 차이점은?,263,,,,,,,,
2019,2019-05-26T02:44:07Z,"해성옵틱스, 강팔 신규매수, 실적 턴어라운드와 미세 관절경 호재뉴스를 기다린다.",262,,,,,,,,
1876,2019-08-03T14:16:32Z,하이트진로홀딩스우 | 우선주가 매매하기 까다로운 이유 | 일본불매운동(맥주),261,,,,,,,,
1647,2019-09-29T01:56:32Z,"서암기계공업, 안전하면서도 높은 수익을 주는 매수타점",261,,,,,,,,
1998,2019-06-08T02:11:50Z,고려시멘트 | 주식시장의 재미있는 점 | 뜬금없는 테마주 | 생석회 방역 사용으로 의외의 종목이 상한가 간뒤 조정 후 2차장대양봉까지 갔다.,258,,,,,,,,
1664,2019-09-24T11:01:44Z,"이글벳, [스윙관점공개] 처음 매수 가능했던 가격은 하락해도 두 번째 기회는 있다.",256,,,,,,,,
1796,2019-09-01T00:41:49Z,케이엠더블유 자주 보이는 분봉상 단기고점패턴 매일매일 신고가 어디까지 가나,254,,,,,,,,
2023,2019-05-24T11:16:58Z,"엘비세미콘, 정말 잘 나가는 방탄소년단!! 호가창, 차트 분석",254,,,,,,,,
1883,2019-08-03T05:31:03Z,[내부자매도] 리드 | 제2의신라젠을 회피할 수 있는 방법을 알아보자,252,,,,,,,,
1825,2019-08-26T11:11:59Z,[호가창분석] KODEX코스닥150인버스 매매팁 일부 공개,250,,,,,,,,
1871,2019-08-05T11:25:03Z,신라젠 | 왜 임상3상은 실패한것인가2,249,,,,,,,,
1818,2019-08-27T12:30:42Z,호가창 투자자 심리 해석 | 저도 모르게 많은 내용을 풀어버렸습니다. | 미스터블루,249,,,,,,,,
1791,2019-09-02T12:55:33Z,주식하지 마세요  정신적 고통만이 있을 뿐입니다,249,,,,,,,,
2056,2019-05-10T14:34:38Z,"빅텍, 돈 주고 강의 듣지 말고 3위 육감철학님 매매내역을 공부하자, 키움실전투자대회",248,,,,,,,,
2086,2019-04-28T14:26:50Z,"우리손에프앤지, 수급단타왕 매매분석, 하나의 테마에 여러 종목 매매, 돼지열병, 팜스토리, 이지바이오 주가 비교",247,,,,,,,,
1068,2020-03-24T23:27:40Z,"[시황]마장폭등, 무제한양적완화 및 재정지원 그리고 Repo에 대한 이해",246,,,,,,,,
1782,2019-09-04T10:50:03Z,"화천기계, 상한가 진입 패턴, 시간까지 정확하게 알려드립니다  조국테마주",246,,,,,,,,
977,2020-04-22T01:00:25Z,"한국은행 당좌예금계정과 지급결제제도(지급, 청산, 결제)",244,,,,,,,,
2271,2019-02-24T12:15:43Z,"차바이오텍, 악재해소(관리종목해제)와 동남아시아 진출 확대 기대감",244,,,,,,,,
2323,2019-02-16T06:34:02Z,"한국항공우주, 올해 실적은 좋다.",243,,,,,,,,
1970,2019-06-25T14:11:32Z,넥슨지티 | 상승시세의 끝을 보는 것도 트레이더의 의무 | 넥슨매각 재료소멸로 하락 | 한진칼과 다른점,242,,,,,,,,
2257,2019-02-28T13:23:32Z,"삼성엔지니어링을 유가, 수급, 실적, 내부자매입, 차트 순으로 분석해보자!",241,,,,,,,,
1882,2019-08-03T05:58:46Z,[내부자매도] 삼보산업 일동제약 | [공부꿀팁] 내부자매도 공시 찾는 방법을 알려드립니다 | 제2의신라젠을 피하자,238,,,,,,,,
2275,2019-02-24T06:32:57Z,두산중공업 유상증자로 하락,238,,,,,,,,
1920,2019-07-16T10:31:50Z,"삼화콘덴서 | 일본2차수출규제를 대비한 삼성전자의 대응호재로 상승 | 일본1차수출규제(후성, 동진쎄미켐) 초기상승과 비교 | 삼성전기, 아모텍",238,,,,,,,,
2122,2019-04-18T12:15:38Z,전파기지국 키움실전투자대회 상위자 매매내역 분석,238,,,,,,,,
1460,2019-12-09T12:16:42Z,노란딱지를 예방하는 방법,238,,,,,,,,
2107,2019-04-21T14:42:09Z,"에어부산, 종가베팅 자리 암기하자!!, 키움실전투자대회 상위자들 종베 및 단타매매모음",237,,,,,,,,
2280,2019-02-24T01:31:03Z,"앱클론에 안 좋은 뉴스. 희귀난치병 치료제, 해외 임상시험 중인 의약품도 사용가능해진다.",235,,,,,,,,
1566,2019-10-26T08:21:53Z,키움실투대회 점심시간에는 매매하지 않는 단타고수들 2019-10-25,234,,,,,,,,
1465,2019-12-11T09:55:12Z,"젬백스, 알츠하이머는 어떻게 걸리게 되는 걸까?",234,,,,,,,,
1884,2019-08-03T03:27:11Z,[하락장] 7월계좌 결산합니다,233,,,,,,,,
1798,2019-09-01T00:06:37Z,오성첨단소재 돌파실패는 돌파 후 2호가 아래에서 놀면 실패입니다  2호가 위에서 노는 돌파성공과 반대,232,,,,,,,,
2115,2019-04-20T05:40:35Z,"현대바이오, 수급단타왕 폭풍단타! 췌장암 탈모 등 기대감 강한 재료 종목!  주식은 꿈을 먹고 자란다.",231,,,,,,,,
2048,2019-05-12T01:56:37Z,"아이앤씨(반도체), 강팔팀 수익 대부분 반납하고 매도. 아까워보이지만 훌륭한 매매입니다.",228,,,,,,,,
2137,2019-04-16T11:10:44Z,"위닉스, 수급단타왕 라이온 매매내역 분석",228,,,,,,,,
2079,2019-05-03T12:34:01Z,매일 똑같은 분석에 질려버렸습니다. 초기 구독자님들 감사합니다! 안 봐도 맞추는 육감철학님 매매분석! 크리스탈신소재와 윙입푸드,228,,,,,,,,
